"Date","Price","Open","High","Low","Change %"
"Jan 30, 2025","42.158","42.158","42.158","42.158","0.37%"
"Jan 29, 2025","42.002","42.002","42.002","42.002","0.91%"
"Jan 28, 2025","41.625","41.625","41.625","41.625","0.56%"
"Jan 27, 2025","41.393","41.393","41.393","41.393","-1.14%"
"Jan 24, 2025","41.869","41.869","41.869","41.869","-0.49%"
"Jan 23, 2025","42.075","42.075","42.075","42.075","0.22%"
"Jan 22, 2025","41.984","41.984","41.984","41.984","0.57%"
"Jan 21, 2025","41.748","41.748","41.748","41.748","-1.37%"
"Jan 20, 2025","42.327","42.327","42.327","42.327","0.61%"
"Jan 17, 2025","42.071","42.071","42.071","42.071","-0.37%"
"Jan 16, 2025","42.229","42.229","42.229","42.229","0.42%"
"Jan 15, 2025","42.051","42.051","42.051","42.051","0.16%"
"Jan 14, 2025","41.984","41.984","41.984","41.984","0.39%"
"Jan 13, 2025","41.821","41.821","41.821","41.821","-1.47%"
"Jan 10, 2025","42.447","42.447","42.447","42.447","-0.40%"
"Jan 09, 2025","42.619","42.619","42.619","42.619","-0.69%"
"Jan 08, 2025","42.913","42.913","42.913","42.913","-0.08%"
"Jan 07, 2025","42.948","42.948","42.948","42.948","0.39%"
"Jan 06, 2025","42.782","42.782","42.782","42.782","-1.62%"
"Jan 03, 2025","43.486","43.486","43.486","43.486","-0.76%"
"Jan 02, 2025","43.819","43.819","43.819","43.819","1.88%"
"Jan 01, 2025","43.012","43.012","43.012","43.012","0.41%"
"Dec 31, 2024","42.835","42.835","42.835","42.835","0.00%"
"Dec 30, 2024","42.835","42.835","42.835","42.835","-0.71%"
"Dec 27, 2024","43.140","43.140","43.140","43.140","0.27%"
"Dec 26, 2024","43.026","43.026","43.026","43.026","0.09%"
"Dec 25, 2024","42.985","42.985","42.985","42.985","0.00%"
"Dec 24, 2024","42.985","42.985","42.985","42.985","-0.11%"
"Dec 23, 2024","43.032","43.032","43.032","43.032","0.70%"
"Dec 20, 2024","42.732","42.732","42.732","42.732","-1.52%"
"Dec 19, 2024","43.390","43.390","43.390","43.390","-1.02%"
"Dec 18, 2024","43.837","43.837","43.837","43.837","-0.56%"
"Dec 17, 2024","44.086","44.086","44.086","44.086","-1.35%"
"Dec 16, 2024","44.687","44.687","44.687","44.687","-0.40%"
"Dec 13, 2024","44.869","44.869","44.869","44.869","0.89%"
"Dec 12, 2024","44.471","44.471","44.471","44.471","-0.38%"
"Dec 11, 2024","44.640","44.640","44.640","44.640","0.13%"
"Dec 10, 2024","44.583","44.583","44.583","44.583","-0.04%"
"Dec 09, 2024","44.599","44.599","44.599","44.599","-0.24%"
"Dec 06, 2024","44.705","44.705","44.705","44.705","-0.12%"
"Dec 05, 2024","44.761","44.761","44.761","44.761","0.98%"
"Dec 04, 2024","44.325","44.325","44.325","44.325","0.04%"
"Dec 03, 2024","44.306","44.306","44.306","44.306","0.74%"
"Dec 02, 2024","43.979","43.979","43.979","43.979","0.60%"
"Nov 29, 2024","43.717","43.717","43.717","43.717","0.91%"
"Nov 28, 2024","43.324","43.324","43.324","43.324","-1.49%"
"Nov 27, 2024","43.978","43.978","43.978","43.978","0.33%"
"Nov 26, 2024","43.833","43.833","43.833","43.833","-0.11%"
"Nov 25, 2024","43.882","43.882","43.882","43.882","1.31%"
"Nov 22, 2024","43.313","43.313","43.313","43.313","2.38%"
"Nov 21, 2024","42.307","42.307","42.307","42.307","-0.72%"
"Nov 20, 2024","42.612","42.612","42.612","42.612","0.00%"
"Nov 19, 2024","42.612","42.612","42.612","42.612","0.28%"
"Nov 18, 2024","42.495","42.495","42.495","42.495","-0.34%"
"Nov 15, 2024","42.638","42.638","42.638","42.638","0.00%"
"Nov 14, 2024","42.638","42.638","42.638","42.638","-0.09%"
"Nov 13, 2024","42.678","42.678","42.678","42.678","-1.36%"
"Nov 12, 2024","43.265","43.265","43.265","43.265","-1.07%"
"Nov 11, 2024","43.731","43.731","43.731","43.731","-0.03%"
"Nov 08, 2024","43.744","43.744","43.744","43.744","-0.21%"
"Nov 07, 2024","43.836","43.836","43.836","43.836","-1.16%"
"Nov 06, 2024","44.349","44.349","44.349","44.349","1.14%"
"Nov 05, 2024","43.850","43.850","43.850","43.850","0.91%"
"Nov 04, 2024","43.457","43.457","43.457","43.457","-0.87%"
"Nov 01, 2024","43.836","43.836","43.836","43.836","0.00%"
"Oct 31, 2024","43.836","43.836","43.836","43.836","-0.54%"
"Oct 30, 2024","44.073","44.073","44.073","44.073","-0.51%"
"Oct 29, 2024","44.301","44.301","44.301","44.301","0.59%"
"Oct 28, 2024","44.040","44.040","44.040","44.040","0.65%"
"Oct 25, 2024","43.754","43.754","43.754","43.754","-0.90%"
"Oct 24, 2024","44.150","44.150","44.150","44.150","-0.15%"
"Oct 23, 2024","44.215","44.215","44.215","44.215","-0.15%"
"Oct 22, 2024","44.282","44.282","44.282","44.282","-1.23%"
"Oct 21, 2024","44.833","44.833","44.833","44.833","-0.29%"
"Oct 18, 2024","44.964","44.964","44.964","44.964","0.43%"
"Oct 17, 2024","44.772","44.772","44.772","44.772","-0.89%"
"Oct 16, 2024","45.173","45.173","45.173","45.173","-0.34%"
"Oct 15, 2024","45.328","45.328","45.328","45.328","-0.28%"
"Oct 14, 2024","45.456","45.456","45.456","45.456","0.65%"
"Oct 11, 2024","45.160","45.160","45.160","45.160","-0.14%"
"Oct 10, 2024","45.222","45.222","45.222","45.222","0.07%"
"Oct 09, 2024","45.193","45.193","45.193","45.193","-0.13%"
"Oct 08, 2024","45.249","45.249","45.249","45.249","0.87%"
"Oct 07, 2024","44.858","44.858","44.858","44.858","-0.88%"
"Oct 04, 2024","45.254","45.254","45.254","45.254","-0.93%"
"Oct 03, 2024","45.680","45.680","45.680","45.680","-2.12%"
"Oct 02, 2024","46.669","46.669","46.669","46.669","0.00%"
"Oct 01, 2024","46.669","46.669","46.669","46.669","-0.05%"
"Sep 30, 2024","46.694","46.694","46.694","46.694","-1.40%"
"Sep 27, 2024","47.356","47.356","47.356","47.356","-0.15%"
"Sep 26, 2024","47.426","47.426","47.426","47.426","0.81%"
"Sep 25, 2024","47.043","47.043","47.043","47.043","0.25%"
"Sep 24, 2024","46.928","46.928","46.928","46.928","0.00%"
"Sep 23, 2024","46.925","46.925","46.925","46.925","0.57%"
"Sep 20, 2024","46.658","46.658","46.658","46.658","1.47%"
"Sep 19, 2024","45.981","45.981","45.981","45.981","0.15%"
"Sep 18, 2024","45.912","45.912","45.912","45.912","-0.16%"
"Sep 17, 2024","45.986","45.986","45.986","45.986","0.14%"
"Sep 16, 2024","45.924","45.924","45.924","45.924","0.11%"
"Sep 13, 2024","45.875","45.875","45.875","45.875","-0.13%"
"Sep 12, 2024","45.934","45.934","45.934","45.934","1.89%"
"Sep 11, 2024","45.084","45.084","45.084","45.084","-0.49%"
"Sep 10, 2024","45.306","45.306","45.306","45.306","0.42%"
"Sep 09, 2024","45.117","45.117","45.117","45.117","0.34%"
"Sep 06, 2024","44.965","44.965","44.965","44.965","-1.17%"
"Sep 05, 2024","45.495","45.495","45.495","45.495","-0.21%"
"Sep 04, 2024","45.592","45.592","45.592","45.592","-0.32%"
"Sep 03, 2024","45.739","45.739","45.739","45.739","0.00%"
"Sep 02, 2024","45.737","45.737","45.737","45.737","0.17%"
"Aug 30, 2024","45.661","45.661","45.661","45.661","0.33%"
"Aug 29, 2024","45.510","45.510","45.510","45.510","0.40%"
"Aug 28, 2024","45.330","45.330","45.330","45.330","0.14%"
"Aug 27, 2024","45.268","45.268","45.268","45.268","0.03%"
"Aug 26, 2024","45.256","45.256","45.256","45.256","0.75%"
"Aug 23, 2024","44.917","44.917","44.917","44.917","0.06%"
"Aug 22, 2024","44.893","44.893","44.893","44.893","0.17%"
"Aug 21, 2024","44.819","44.819","44.819","44.819","0.29%"
"Aug 20, 2024","44.690","44.690","44.690","44.690","0.51%"
"Aug 19, 2024","44.463","44.463","44.463","44.463","0.16%"
"Aug 16, 2024","44.393","44.393","44.393","44.393","1.66%"
"Aug 15, 2024","43.666","43.666","43.666","43.666","0.00%"
"Aug 14, 2024","43.666","43.666","43.666","43.666","0.02%"
"Aug 13, 2024","43.658","43.658","43.658","43.658","-0.85%"
"Aug 12, 2024","44.032","44.032","44.032","44.032","-0.02%"
"Aug 09, 2024","44.041","44.041","44.041","44.041","1.04%"
"Aug 08, 2024","43.588","43.588","43.588","43.588","-0.74%"
"Aug 07, 2024","43.914","43.914","43.914","43.914","1.31%"
"Aug 06, 2024","43.347","43.347","43.347","43.347","-0.26%"
"Aug 05, 2024","43.459","43.459","43.459","43.459","-2.67%"
"Aug 02, 2024","44.650","44.650","44.650","44.650","-1.15%"
"Aug 01, 2024","45.167","45.167","45.167","45.167","0.24%"
"Jul 31, 2024","45.058","45.058","45.058","45.058","0.38%"
"Jul 30, 2024","44.889","44.889","44.889","44.889","0.09%"
"Jul 29, 2024","44.848","44.848","44.848","44.848","0.00%"
"Jul 26, 2024","44.846","44.846","44.846","44.846","1.75%"
"Jul 25, 2024","44.075","44.075","44.075","44.075","-0.03%"
"Jul 24, 2024","44.088","44.088","44.088","44.088","-0.27%"
"Jul 23, 2024","44.207","44.207","44.207","44.207","-0.11%"
"Jul 22, 2024","44.256","44.256","44.256","44.256","-0.09%"
"Jul 19, 2024","44.296","44.296","44.296","44.296","-1.07%"
"Jul 18, 2024","44.777","44.777","44.777","44.777","0.76%"
"Jul 17, 2024","44.440","44.440","44.440","44.440","0.00%"
"Jul 16, 2024","44.440","44.440","44.440","44.440","0.11%"
"Jul 15, 2024","44.389","44.389","44.389","44.389","0.34%"
"Jul 12, 2024","44.237","44.237","44.237","44.237","0.77%"
"Jul 11, 2024","43.899","43.899","43.899","43.899","-0.04%"
"Jul 10, 2024","43.915","43.915","43.915","43.915","-0.44%"
"Jul 09, 2024","44.111","44.111","44.111","44.111","0.47%"
"Jul 08, 2024","43.905","43.905","43.905","43.905","-0.02%"
"Jul 05, 2024","43.912","43.912","43.912","43.912","0.11%"
"Jul 04, 2024","43.865","43.865","43.865","43.865","0.06%"
"Jul 03, 2024","43.837","43.837","43.837","43.837","0.67%"
"Jul 02, 2024","43.545","43.545","43.545","43.545","-0.08%"
"Jul 01, 2024","43.578","43.578","43.578","43.578","0.54%"
"Jun 28, 2024","43.342","43.342","43.342","43.342","-0.13%"
"Jun 27, 2024","43.399","43.399","43.399","43.399","0.74%"
"Jun 26, 2024","43.082","43.082","43.082","43.082","0.62%"
"Jun 25, 2024","42.817","42.817","42.817","42.817","0.78%"
"Jun 24, 2024","42.487","42.487","42.487","42.487","0.15%"
"Jun 21, 2024","42.422","42.422","42.422","42.422","-0.27%"
"Jun 20, 2024","42.536","42.536","42.536","42.536","0.25%"
"Jun 19, 2024","42.431","42.431","42.431","42.431","-0.17%"
"Jun 18, 2024","42.505","42.505","42.505","42.505","0.39%"
"Jun 17, 2024","42.340","42.340","42.340","42.340","0.00%"
"Jun 14, 2024","42.340","42.340","42.340","42.340","0.32%"
"Jun 13, 2024","42.206","42.206","42.206","42.206","0.32%"
"Jun 12, 2024","42.069","42.069","42.069","42.069","0.25%"
"Jun 11, 2024","41.965","41.965","41.965","41.965","0.05%"
"Jun 10, 2024","41.946","41.946","41.946","41.946","-0.13%"
"Jun 07, 2024","42.002","42.002","42.002","42.002","2.04%"
"Jun 06, 2024","41.160","41.160","41.160","41.160","0.88%"
"Jun 05, 2024","40.800","40.800","40.800","40.800","3.33%"
"Jun 04, 2024","39.487","39.487","39.487","39.487","-5.84%"
"Jun 03, 2024","41.937","41.937","41.937","41.937","3.24%"
"May 31, 2024","40.621","40.621","40.621","40.621","0.29%"
"May 30, 2024","40.505","40.505","40.505","40.505","-0.95%"
"May 29, 2024","40.893","40.893","40.893","40.893","-0.80%"
"May 28, 2024","41.223","41.223","41.223","41.223","-0.19%"
"May 27, 2024","41.303","41.303","41.303","41.303","-0.11%"
"May 24, 2024","41.348","41.348","41.348","41.348","-0.04%"
"May 23, 2024","41.365","41.365","41.365","41.365","1.63%"
"May 22, 2024","40.701","40.701","40.701","40.701","0.36%"
"May 21, 2024","40.556","40.556","40.556","40.556","0.28%"
"May 20, 2024","40.444","40.444","40.444","40.444","0.00%"
"May 17, 2024","40.444","40.444","40.444","40.444","0.28%"
"May 16, 2024","40.332","40.332","40.332","40.332","0.94%"
"May 15, 2024","39.956","39.956","39.956","39.956","-0.08%"
"May 14, 2024","39.987","39.987","39.987","39.987","0.51%"
"May 13, 2024","39.783","39.783","39.783","39.783","0.22%"
"May 10, 2024","39.695","39.695","39.695","39.695","0.59%"
"May 09, 2024","39.461","39.461","39.461","39.461","-1.55%"
"May 08, 2024","40.081","40.081","40.081","40.081","0.00%"
"May 07, 2024","40.081","40.081","40.081","40.081","-0.61%"
"May 06, 2024","40.325","40.325","40.325","40.325","-0.15%"
"May 03, 2024","40.385","40.385","40.385","40.385","-0.76%"
"May 02, 2024","40.695","40.695","40.695","40.695","0.19%"
"May 01, 2024","40.618","40.618","40.618","40.618","0.00%"
"Apr 30, 2024","40.618","40.618","40.618","40.618","-0.17%"
"Apr 29, 2024","40.687","40.687","40.687","40.687","0.99%"
"Apr 26, 2024","40.286","40.286","40.286","40.286","-0.67%"
"Apr 25, 2024","40.557","40.557","40.557","40.557","0.75%"
"Apr 24, 2024","40.255","40.255","40.255","40.255","0.15%"
"Apr 23, 2024","40.194","40.194","40.194","40.194","0.14%"
"Apr 22, 2024","40.137","40.137","40.137","40.137","0.85%"
"Apr 19, 2024","39.798","39.798","39.798","39.798","0.69%"
"Apr 18, 2024","39.527","39.527","39.527","39.527","-0.69%"
"Apr 17, 2024","39.802","39.802","39.802","39.802","0.00%"
"Apr 16, 2024","39.802","39.802","39.802","39.802","-0.56%"
"Apr 15, 2024","40.026","40.026","40.026","40.026","-1.10%"
"Apr 12, 2024","40.470","40.470","40.470","40.470","-1.03%"
"Apr 11, 2024","40.891","40.891","40.891","40.891","0.00%"
"Apr 10, 2024","40.891","40.891","40.891","40.891","0.49%"
"Apr 09, 2024","40.692","40.692","40.692","40.692","-0.10%"
"Apr 08, 2024","40.735","40.735","40.735","40.735","0.68%"
"Apr 05, 2024","40.461","40.461","40.461","40.461","-0.00%"
"Apr 04, 2024","40.463","40.463","40.463","40.463","0.36%"
"Apr 03, 2024","40.320","40.320","40.320","40.320","-0.09%"
"Apr 02, 2024","40.355","40.355","40.355","40.355","-0.04%"
"Apr 01, 2024","40.371","40.371","40.371","40.371","0.60%"
"Mar 31, 2024","40.128","40.128","40.128","40.128","0.00%"
"Mar 29, 2024","40.128","40.128","40.128","40.128","0.00%"
"Mar 28, 2024","40.129","40.129","40.129","40.129","0.91%"
"Mar 27, 2024","39.766","39.766","39.766","39.766","0.53%"
"Mar 26, 2024","39.555","39.555","39.555","39.555","-0.42%"
"Mar 25, 2024","39.721","39.721","39.721","39.721","0.00%"
"Mar 22, 2024","39.721","39.721","39.721","39.721","0.38%"
"Mar 21, 2024","39.569","39.569","39.569","39.569","0.79%"
"Mar 20, 2024","39.259","39.259","39.259","39.259","0.10%"
"Mar 19, 2024","39.220","39.220","39.220","39.220","-1.08%"
"Mar 18, 2024","39.648","39.648","39.648","39.648","0.14%"
"Mar 15, 2024","39.591","39.591","39.591","39.591","-0.56%"
"Mar 14, 2024","39.812","39.812","39.812","39.812","0.68%"
"Mar 13, 2024","39.545","39.545","39.545","39.545","-1.51%"
"Mar 12, 2024","40.152","40.152","40.152","40.152","0.01%"
"Mar 11, 2024","40.147","40.147","40.147","40.147","-0.71%"
"Mar 08, 2024","40.436","40.436","40.436","40.436","0.00%"
"Mar 07, 2024","40.436","40.436","40.436","40.436","0.08%"
"Mar 06, 2024","40.404","40.404","40.404","40.404","0.53%"
"Mar 05, 2024","40.193","40.193","40.193","40.193","-0.22%"
"Mar 04, 2024","40.282","40.282","40.282","40.282","0.30%"
"Mar 01, 2024","40.163","40.163","40.163","40.163","1.62%"
"Feb 29, 2024","39.523","39.523","39.523","39.523","0.14%"
"Feb 28, 2024","39.467","39.467","39.467","39.467","-1.11%"
"Feb 27, 2024","39.911","39.911","39.911","39.911","0.34%"
"Feb 26, 2024","39.774","39.774","39.774","39.774","-0.41%"
"Feb 23, 2024","39.937","39.937","39.937","39.937","-0.02%"
"Feb 22, 2024","39.946","39.946","39.946","39.946","0.73%"
"Feb 21, 2024","39.655","39.655","39.655","39.655","-0.64%"
"Feb 20, 2024","39.910","39.910","39.910","39.910","0.35%"
"Feb 19, 2024","39.771","39.771","39.771","39.771","0.37%"
"Feb 16, 2024","39.625","39.625","39.625","39.625","0.61%"
"Feb 15, 2024","39.386","39.386","39.386","39.386","0.35%"
"Feb 14, 2024","39.250","39.250","39.250","39.250","0.44%"
"Feb 13, 2024","39.076","39.076","39.076","39.076","0.59%"
"Feb 12, 2024","38.848","38.848","38.848","38.848","-0.77%"
"Feb 09, 2024","39.148","39.148","39.148","39.148","0.31%"
"Feb 08, 2024","39.028","39.028","39.028","39.028","-0.91%"
"Feb 07, 2024","39.387","39.387","39.387","39.387","0.00%"
"Feb 06, 2024","39.386","39.386","39.386","39.386","0.73%"
"Feb 05, 2024","39.098","39.098","39.098","39.098","-0.38%"
"Feb 02, 2024","39.246","39.246","39.246","39.246","0.72%"
"Feb 01, 2024","38.966","38.966","38.966","38.966","-0.13%"
"Jan 31, 2024","39.017","39.017","39.017","39.017","0.95%"
"Jan 30, 2024","38.651","38.651","38.651","38.651","-0.99%"
"Jan 29, 2024","39.038","39.038","39.038","39.038","1.79%"
"Jan 26, 2024","38.350","38.350","38.350","38.350","0.00%"
"Jan 25, 2024","38.350","38.350","38.350","38.350","-0.47%"
"Jan 24, 2024","38.533","38.533","38.533","38.533","1.01%"
"Jan 23, 2024","38.146","38.146","38.146","38.146","-1.77%"
"Jan 22, 2024","38.835","38.835","38.835","38.835","0.00%"
"Jan 19, 2024","38.835","38.835","38.835","38.835","0.79%"
"Jan 18, 2024","38.532","38.532","38.532","38.532","-0.51%"
"Jan 17, 2024","38.729","38.729","38.729","38.729","-2.08%"
"Jan 16, 2024","39.552","39.552","39.552","39.552","-0.30%"
"Jan 15, 2024","39.669","39.669","39.669","39.669","0.93%"
"Jan 12, 2024","39.305","39.305","39.305","39.305","1.14%"
"Jan 11, 2024","38.862","38.862","38.862","38.862","0.13%"
"Jan 10, 2024","38.811","38.811","38.811","38.811","0.34%"
"Jan 09, 2024","38.679","38.679","38.679","38.679","0.15%"
"Jan 08, 2024","38.622","38.622","38.622","38.622","-0.91%"
"Jan 05, 2024","38.978","38.978","38.978","38.978","0.24%"
"Jan 04, 2024","38.884","38.884","38.884","38.884","0.66%"
"Jan 03, 2024","38.631","38.631","38.631","38.631","-0.69%"
"Jan 02, 2024","38.898","38.898","38.898","38.898","-0.35%"
"Jan 01, 2024","39.034","39.034","39.034","39.034","0.05%"
"Dec 29, 2023","39.016","39.016","39.016","39.016","-0.22%"
"Dec 28, 2023","39.101","39.101","39.101","39.101","0.57%"
"Dec 27, 2023","38.880","38.880","38.880","38.880","0.99%"
"Dec 26, 2023","38.497","38.497","38.497","38.497","0.43%"
"Dec 25, 2023","38.333","38.333","38.333","38.333","0.00%"
"Dec 22, 2023","38.333","38.333","38.333","38.333","0.44%"
"Dec 21, 2023","38.163","38.163","38.163","38.163","0.50%"
"Dec 20, 2023","37.975","37.975","37.975","37.975","-1.41%"
"Dec 19, 2023","38.520","38.520","38.520","38.520","0.16%"
"Dec 18, 2023","38.458","38.458","38.458","38.458","-0.18%"
"Dec 15, 2023","38.527","38.527","38.527","38.527","1.29%"
"Dec 14, 2023","38.036","38.036","38.036","38.036","1.22%"
"Dec 13, 2023","37.576","37.576","37.576","37.576","0.09%"
"Dec 12, 2023","37.541","37.541","37.541","37.541","-0.43%"
"Dec 11, 2023","37.704","37.704","37.704","37.704","0.13%"
"Dec 08, 2023","37.654","37.654","37.654","37.654","0.33%"
"Dec 07, 2023","37.532","37.532","37.532","37.532","-0.18%"
"Dec 06, 2023","37.598","37.598","37.598","37.598","0.40%"
"Dec 05, 2023","37.450","37.450","37.450","37.450","0.81%"
"Dec 04, 2023","37.149","37.149","37.149","37.149","2.06%"
"Dec 01, 2023","36.398","36.398","36.398","36.398","0.67%"
"Nov 30, 2023","36.157","36.157","36.157","36.157","0.18%"
"Nov 29, 2023","36.091","36.091","36.091","36.091","1.04%"
"Nov 28, 2023","35.721","35.721","35.721","35.721","0.48%"
"Nov 27, 2023","35.551","35.551","35.551","35.551","0.00%"
"Nov 24, 2023","35.551","35.551","35.551","35.551","-0.04%"
"Nov 23, 2023","35.564","35.564","35.564","35.564","-0.05%"
"Nov 22, 2023","35.582","35.582","35.582","35.582","0.14%"
"Nov 21, 2023","35.531","35.531","35.531","35.531","0.45%"
"Nov 20, 2023","35.371","35.371","35.371","35.371","-0.19%"
"Nov 17, 2023","35.439","35.439","35.439","35.439","-0.17%"
"Nov 16, 2023","35.500","35.500","35.500","35.500","0.48%"
"Nov 15, 2023","35.332","35.332","35.332","35.332","1.19%"
"Nov 14, 2023","34.916","34.916","34.916","34.916","0.00%"
"Nov 13, 2023","34.916","34.916","34.916","34.916","0.09%"
"Nov 10, 2023","34.884","34.884","34.884","34.884","0.15%"
"Nov 09, 2023","34.830","34.830","34.830","34.830","-0.25%"
"Nov 08, 2023","34.917","34.917","34.917","34.917","0.19%"
"Nov 07, 2023","34.851","34.851","34.851","34.851","-0.03%"
"Nov 06, 2023","34.860","34.860","34.860","34.860","0.94%"
"Nov 03, 2023","34.536","34.536","34.536","34.536","0.52%"
"Nov 02, 2023","34.356","34.356","34.356","34.356","0.78%"
"Nov 01, 2023","34.089","34.089","34.089","34.089","-0.47%"
"Oct 31, 2023","34.249","34.249","34.249","34.249","-0.32%"
"Oct 30, 2023","34.360","34.360","34.360","34.360","0.49%"
"Oct 27, 2023","34.192","34.192","34.192","34.192","1.00%"
"Oct 26, 2023","33.853","33.853","33.853","33.853","-1.38%"
"Oct 25, 2023","34.328","34.328","34.328","34.328","-0.75%"
"Oct 24, 2023","34.588","34.588","34.588","34.588","0.00%"
"Oct 23, 2023","34.588","34.588","34.588","34.588","-1.34%"
"Oct 20, 2023","35.056","35.056","35.056","35.056","-0.40%"
"Oct 19, 2023","35.198","35.198","35.198","35.198","-0.23%"
"Oct 18, 2023","35.278","35.278","35.278","35.278","-0.71%"
"Oct 17, 2023","35.530","35.530","35.530","35.530","0.40%"
"Oct 16, 2023","35.387","35.387","35.387","35.387","-0.10%"
"Oct 13, 2023","35.422","35.422","35.422","35.422","-0.22%"
"Oct 12, 2023","35.500","35.500","35.500","35.500","-0.09%"
"Oct 11, 2023","35.531","35.531","35.531","35.531","0.62%"
"Oct 10, 2023","35.313","35.313","35.313","35.313","0.91%"
"Oct 09, 2023","34.995","34.995","34.995","34.995","-0.72%"
"Oct 06, 2023","35.249","35.249","35.249","35.249","0.55%"
"Oct 05, 2023","35.056","35.056","35.056","35.056","0.56%"
"Oct 04, 2023","34.860","34.860","34.860","34.860","-0.47%"
"Oct 03, 2023","35.026","35.026","35.026","35.026","-0.56%"
"Oct 02, 2023","35.223","35.223","35.223","35.223","0.00%"
"Sep 29, 2023","35.223","35.223","35.223","35.223","-0.40%"
"Sep 28, 2023","35.364","35.364","35.364","35.364","0.00%"
"Sep 27, 2023","35.364","35.364","35.364","35.364","0.26%"
"Sep 26, 2023","35.271","35.271","35.271","35.271","-0.05%"
"Sep 25, 2023","35.289","35.289","35.289","35.289","0.00%"
"Sep 22, 2023","35.289","35.289","35.289","35.289","-0.35%"
"Sep 21, 2023","35.411","35.411","35.411","35.411","-0.80%"
"Sep 20, 2023","35.696","35.696","35.696","35.696","-1.15%"
"Sep 19, 2023","36.112","36.112","36.112","36.112","0.00%"
"Sep 18, 2023","36.112","36.112","36.112","36.112","-0.29%"
"Sep 15, 2023","36.219","36.219","36.219","36.219","0.44%"
"Sep 14, 2023","36.059","36.059","36.059","36.059","0.16%"
"Sep 13, 2023","36.000","36.000","36.000","36.000","0.38%"
"Sep 12, 2023","35.862","35.862","35.862","35.862","-0.02%"
"Sep 11, 2023","35.868","35.868","35.868","35.868","0.89%"
"Sep 08, 2023","35.553","35.553","35.553","35.553","0.47%"
"Sep 07, 2023","35.387","35.387","35.387","35.387","0.59%"
"Sep 06, 2023","35.179","35.179","35.179","35.179","0.18%"
"Sep 05, 2023","35.116","35.116","35.116","35.116","0.24%"
"Sep 04, 2023","35.033","35.033","35.033","35.033","0.48%"
"Sep 01, 2023","34.866","34.866","34.866","34.866","0.94%"
"Aug 31, 2023","34.541","34.541","34.541","34.541","-0.48%"
"Aug 30, 2023","34.709","34.709","34.709","34.709","0.02%"
"Aug 29, 2023","34.701","34.701","34.701","34.701","0.19%"
"Aug 28, 2023","34.636","34.636","34.636","34.636","0.21%"
"Aug 25, 2023","34.564","34.564","34.564","34.564","-0.62%"
"Aug 24, 2023","34.781","34.781","34.781","34.781","-0.29%"
"Aug 23, 2023","34.884","34.884","34.884","34.884","0.25%"
"Aug 22, 2023","34.798","34.798","34.798","34.798","0.02%"
"Aug 21, 2023","34.793","34.793","34.793","34.793","0.47%"
"Aug 18, 2023","34.631","34.631","34.631","34.631","-0.27%"
"Aug 17, 2023","34.725","34.725","34.725","34.725","-0.51%"
"Aug 16, 2023","34.904","34.904","34.904","34.904","0.15%"
"Aug 15, 2023","34.850","34.850","34.850","34.850","0.00%"
"Aug 14, 2023","34.850","34.850","34.850","34.850","0.04%"
"Aug 11, 2023","34.835","34.835","34.835","34.835","-0.55%"
"Aug 10, 2023","35.026","35.026","35.026","35.026","-0.45%"
"Aug 09, 2023","35.186","35.186","35.186","35.186","0.38%"
"Aug 08, 2023","35.054","35.054","35.054","35.054","-0.13%"
"Aug 07, 2023","35.101","35.101","35.101","35.101","0.41%"
"Aug 04, 2023","34.958","34.958","34.958","34.958","0.70%"
"Aug 03, 2023","34.716","34.716","34.716","34.716","-0.72%"
"Aug 02, 2023","34.968","34.968","34.968","34.968","-1.01%"
"Aug 01, 2023","35.323","35.323","35.323","35.323","-0.10%"
"Jul 31, 2023","35.360","35.360","35.360","35.360","0.55%"
"Jul 28, 2023","35.168","35.168","35.168","35.168","-0.06%"
"Jul 27, 2023","35.188","35.188","35.188","35.188","-0.59%"
"Jul 26, 2023","35.396","35.396","35.396","35.396","0.49%"
"Jul 25, 2023","35.222","35.222","35.222","35.222","0.04%"
"Jul 24, 2023","35.207","35.207","35.207","35.207","-0.37%"
"Jul 21, 2023","35.337","35.337","35.337","35.337","-1.16%"
"Jul 20, 2023","35.753","35.753","35.753","35.753","0.76%"
"Jul 19, 2023","35.485","35.485","35.485","35.485","0.42%"
"Jul 18, 2023","35.336","35.336","35.336","35.336","0.19%"
"Jul 17, 2023","35.269","35.269","35.269","35.269","0.75%"
"Jul 14, 2023","35.007","35.007","35.007","35.007","0.79%"
"Jul 13, 2023","34.732","34.732","34.732","34.732","0.20%"
"Jul 12, 2023","34.664","34.664","34.664","34.664","-0.28%"
"Jul 11, 2023","34.763","34.763","34.763","34.763","0.44%"
"Jul 10, 2023","34.611","34.611","34.611","34.611","0.12%"
"Jul 07, 2023","34.569","34.569","34.569","34.569","-0.84%"
"Jul 06, 2023","34.863","34.863","34.863","34.863","0.51%"
"Jul 05, 2023","34.687","34.687","34.687","34.687","0.05%"
"Jul 04, 2023","34.670","34.670","34.670","34.670","0.34%"
"Jul 03, 2023","34.552","34.552","34.552","34.552","0.69%"
"Jun 30, 2023","34.315","34.315","34.315","34.315","1.15%"
"Jun 29, 2023","33.926","33.926","33.926","33.926","0.00%"
"Jun 28, 2023","33.926","33.926","33.926","33.926","0.82%"
"Jun 27, 2023","33.651","33.651","33.651","33.651","0.67%"
