"Date","Price","Open","High","Low","Change %"
"Jun 26, 2023","33.427","33.427","33.427","33.427","0.14%"
"Jun 23, 2023","33.381","33.381","33.381","33.381","-0.56%"
"Jun 22, 2023","33.570","33.570","33.570","33.570","-0.45%"
"Jun 21, 2023","33.723","33.723","33.723","33.723","0.21%"
"Jun 20, 2023","33.652","33.652","33.652","33.652","0.32%"
"Jun 19, 2023","33.543","33.543","33.543","33.543","-0.35%"
"Jun 16, 2023","33.661","33.661","33.661","33.661","0.74%"
"Jun 15, 2023","33.415","33.415","33.415","33.415","-0.33%"
"Jun 14, 2023","33.526","33.526","33.526","33.526","0.21%"
"Jun 13, 2023","33.455","33.455","33.455","33.455","0.61%"
"Jun 12, 2023","33.251","33.251","33.251","33.251","0.20%"
"Jun 09, 2023","33.184","33.184","33.184","33.184","-0.37%"
"Jun 08, 2023","33.307","33.307","33.307","33.307","-0.49%"
"Jun 07, 2023","33.471","33.471","33.471","33.471","0.68%"
"Jun 06, 2023","33.244","33.244","33.244","33.244","0.01%"
"Jun 05, 2023","33.240","33.240","33.240","33.240","0.32%"
"Jun 02, 2023","33.134","33.134","33.134","33.134","0.34%"
"Jun 01, 2023","33.023","33.023","33.023","33.023","-0.25%"
"May 31, 2023","33.106","33.106","33.106","33.106","-0.48%"
"May 30, 2023","33.266","33.266","33.266","33.266","0.19%"
"May 29, 2023","33.203","33.203","33.203","33.203","0.53%"
"May 26, 2023","33.027","33.027","33.027","33.027","0.97%"
"May 25, 2023","32.710","32.710","32.710","32.710","0.19%"
"May 24, 2023","32.646","32.646","32.646","32.646","-0.34%"
"May 23, 2023","32.758","32.758","32.758","32.758","0.18%"
"May 22, 2023","32.699","32.699","32.699","32.699","0.61%"
"May 19, 2023","32.501","32.501","32.501","32.501","0.41%"
"May 18, 2023","32.369","32.369","32.369","32.369","-0.28%"
"May 17, 2023","32.461","32.461","32.461","32.461","-0.57%"
"May 16, 2023","32.648","32.648","32.648","32.648","-0.41%"
"May 15, 2023","32.782","32.782","32.782","32.782","0.46%"
"May 12, 2023","32.632","32.632","32.632","32.632","0.10%"
"May 11, 2023","32.601","32.601","32.601","32.601","-0.10%"
"May 10, 2023","32.633","32.633","32.633","32.633","0.27%"
"May 09, 2023","32.546","32.546","32.546","32.546","0.01%"
"May 08, 2023","32.544","32.544","32.544","32.544","1.08%"
"May 05, 2023","32.196","32.196","32.196","32.196","-1.02%"
"May 04, 2023","32.528","32.528","32.528","32.528","0.91%"
"May 03, 2023","32.234","32.234","32.234","32.234","-0.32%"
"May 02, 2023","32.337","32.337","32.337","32.337","0.46%"
"May 01, 2023","32.190","32.190","32.190","32.190","0.00%"
"Apr 28, 2023","32.190","32.190","32.190","32.190","0.86%"
"Apr 27, 2023","31.916","31.916","31.916","31.916","0.57%"
"Apr 26, 2023","31.735","31.735","31.735","31.735","0.25%"
"Apr 25, 2023","31.657","31.657","31.657","31.657","0.14%"
"Apr 24, 2023","31.611","31.611","31.611","31.611","0.67%"
"Apr 21, 2023","31.399","31.399","31.399","31.399","0.00%"
"Apr 20, 2023","31.398","31.398","31.398","31.398","0.03%"
"Apr 19, 2023","31.388","31.388","31.388","31.388","-0.23%"
"Apr 18, 2023","31.462","31.462","31.462","31.462","-0.26%"
"Apr 17, 2023","31.545","31.545","31.545","31.545","-0.68%"
"Apr 14, 2023","31.762","31.762","31.762","31.762","0.00%"
"Apr 13, 2023","31.762","31.762","31.762","31.762","0.10%"
"Apr 12, 2023","31.731","31.731","31.731","31.731","0.51%"
"Apr 11, 2023","31.571","31.571","31.571","31.571","0.56%"
"Apr 10, 2023","31.396","31.396","31.396","31.396","0.14%"
"Apr 07, 2023","31.353","31.353","31.353","31.353","0.00%"
"Apr 06, 2023","31.353","31.353","31.353","31.353","0.24%"
"Apr 05, 2023","31.278","31.278","31.278","31.278","0.91%"
"Apr 04, 2023","30.996","30.996","30.996","30.996","0.00%"
"Apr 03, 2023","30.996","30.996","30.996","30.996","0.22%"
"Mar 31, 2023","30.928","30.928","30.928","30.928","1.63%"
"Mar 30, 2023","30.432","30.432","30.432","30.432","0.00%"
"Mar 29, 2023","30.432","30.432","30.432","30.432","0.76%"
"Mar 28, 2023","30.203","30.203","30.203","30.203","-0.20%"
"Mar 27, 2023","30.264","30.264","30.264","30.264","0.24%"
"Mar 24, 2023","30.192","30.192","30.192","30.192","-0.77%"
"Mar 23, 2023","30.427","30.427","30.427","30.427","-0.44%"
"Mar 22, 2023","30.560","30.560","30.560","30.560","0.26%"
"Mar 21, 2023","30.482","30.482","30.482","30.482","0.70%"
"Mar 20, 2023","30.270","30.270","30.270","30.270","-0.65%"
"Mar 17, 2023","30.468","30.468","30.468","30.468","0.66%"
"Mar 16, 2023","30.267","30.267","30.267","30.267","0.08%"
"Mar 15, 2023","30.243","30.243","30.243","30.243","-0.42%"
"Mar 14, 2023","30.370","30.370","30.370","30.370","-0.65%"
"Mar 13, 2023","30.568","30.568","30.568","30.568","-1.48%"
"Mar 10, 2023","31.028","31.028","31.028","31.028","-1.00%"
"Mar 09, 2023","31.342","31.342","31.342","31.342","-0.93%"
"Mar 08, 2023","31.636","31.636","31.636","31.636","0.24%"
"Mar 07, 2023","31.560","31.560","31.560","31.560","0.00%"
"Mar 06, 2023","31.560","31.560","31.560","31.560","0.66%"
"Mar 03, 2023","31.352","31.352","31.352","31.352","1.57%"
"Mar 02, 2023","30.867","30.867","30.867","30.867","-0.74%"
"Mar 01, 2023","31.097","31.097","31.097","31.097","0.85%"
"Feb 28, 2023","30.836","30.836","30.836","30.836","-0.51%"
"Feb 27, 2023","30.994","30.994","30.994","30.994","-0.42%"
"Feb 24, 2023","31.125","31.125","31.125","31.125","-0.26%"
"Feb 23, 2023","31.206","31.206","31.206","31.206","-0.25%"
"Feb 22, 2023","31.282","31.282","31.282","31.282","-1.53%"
"Feb 21, 2023","31.767","31.767","31.767","31.767","-0.10%"
"Feb 20, 2023","31.800","31.800","31.800","31.800","-0.56%"
"Feb 17, 2023","31.977","31.977","31.977","31.977","-0.51%"
"Feb 16, 2023","32.140","32.140","32.140","32.140","0.11%"
"Feb 15, 2023","32.105","32.105","32.105","32.105","0.55%"
"Feb 14, 2023","31.931","31.931","31.931","31.931","0.89%"
"Feb 13, 2023","31.648","31.648","31.648","31.648","-0.48%"
"Feb 10, 2023","31.801","31.801","31.801","31.801","-0.21%"
"Feb 09, 2023","31.867","31.867","31.867","31.867","0.12%"
"Feb 08, 2023","31.829","31.829","31.829","31.829","0.86%"
"Feb 07, 2023","31.558","31.558","31.558","31.558","-0.24%"
"Feb 06, 2023","31.635","31.635","31.635","31.635","-0.50%"
"Feb 03, 2023","31.795","31.795","31.795","31.795","1.38%"
"Feb 02, 2023","31.362","31.362","31.362","31.362","-0.03%"
"Feb 01, 2023","31.373","31.373","31.373","31.373","-0.26%"
"Jan 31, 2023","31.455","31.455","31.455","31.455","0.07%"
"Jan 30, 2023","31.431","31.431","31.431","31.431","0.25%"
"Jan 27, 2023","31.353","31.353","31.353","31.353","-1.61%"
"Jan 26, 2023","31.865","31.865","31.865","31.865","0.00%"
"Jan 25, 2023","31.865","31.865","31.865","31.865","-1.25%"
"Jan 24, 2023","32.268","32.268","32.268","32.268","0.00%"
"Jan 23, 2023","32.268","32.268","32.268","32.268","0.50%"
"Jan 20, 2023","32.106","32.106","32.106","32.106","-0.44%"
"Jan 19, 2023","32.249","32.249","32.249","32.249","-0.30%"
"Jan 18, 2023","32.348","32.348","32.348","32.348","0.62%"
"Jan 17, 2023","32.149","32.149","32.149","32.149","0.88%"
"Jan 16, 2023","31.867","31.867","31.867","31.867","-0.34%"
"Jan 13, 2023","31.978","31.978","31.978","31.978","0.55%"
"Jan 12, 2023","31.803","31.803","31.803","31.803","-0.21%"
"Jan 11, 2023","31.870","31.870","31.870","31.870","-0.10%"
"Jan 10, 2023","31.903","31.903","31.903","31.903","-1.03%"
"Jan 09, 2023","32.236","32.236","32.236","32.236","1.35%"
"Jan 06, 2023","31.806","31.806","31.806","31.806","-0.74%"
"Jan 05, 2023","32.042","32.042","32.042","32.042","-0.28%"
"Jan 04, 2023","32.133","32.133","32.133","32.133","-1.04%"
"Jan 03, 2023","32.470","32.470","32.470","32.470","0.19%"
"Jan 02, 2023","32.408","32.408","32.408","32.408","0.51%"
"Dec 30, 2022","32.245","32.245","32.245","32.245","-0.47%"
"Dec 29, 2022","32.397","32.397","32.397","32.397","0.38%"
"Dec 28, 2022","32.276","32.276","32.276","32.276","-0.05%"
"Dec 27, 2022","32.294","32.294","32.294","32.294","0.65%"
"Dec 26, 2022","32.084","32.084","32.084","32.084","1.17%"
"Dec 23, 2022","31.715","31.715","31.715","31.715","-1.77%"
"Dec 22, 2022","32.286","32.286","32.286","32.286","-0.39%"
"Dec 21, 2022","32.414","32.414","32.414","32.414","-1.01%"
"Dec 20, 2022","32.745","32.745","32.745","32.745","-0.19%"
"Dec 19, 2022","32.808","32.808","32.808","32.808","0.83%"
"Dec 16, 2022","32.540","32.540","32.540","32.540","-0.79%"
"Dec 15, 2022","32.799","32.799","32.799","32.799","-1.31%"
"Dec 14, 2022","33.236","33.236","33.236","33.236","0.28%"
"Dec 13, 2022","33.143","33.143","33.143","33.143","0.60%"
"Dec 12, 2022","32.946","32.946","32.946","32.946","0.00%"
"Dec 09, 2022","32.945","32.945","32.945","32.945","-0.61%"
"Dec 08, 2022","33.146","33.146","33.146","33.146","0.26%"
"Dec 07, 2022","33.060","33.060","33.060","33.060","-0.44%"
"Dec 06, 2022","33.206","33.206","33.206","33.206","-0.31%"
"Dec 05, 2022","33.310","33.310","33.310","33.310","0.02%"
"Dec 02, 2022","33.301","33.301","33.301","33.301","-0.62%"
"Dec 01, 2022","33.509","33.509","33.509","33.509","0.29%"
"Nov 30, 2022","33.413","33.413","33.413","33.413","0.75%"
"Nov 29, 2022","33.163","33.163","33.163","33.163","0.30%"
"Nov 28, 2022","33.065","33.065","33.065","33.065","0.27%"
"Nov 25, 2022","32.977","32.977","32.977","32.977","0.15%"
"Nov 24, 2022","32.926","32.926","32.926","32.926","1.19%"
"Nov 23, 2022","32.540","32.540","32.540","32.540","0.13%"
"Nov 22, 2022","32.499","32.499","32.499","32.499","0.46%"
"Nov 21, 2022","32.349","32.349","32.349","32.349","-0.81%"
"Nov 18, 2022","32.613","32.613","32.613","32.613","-0.20%"
"Nov 17, 2022","32.677","32.677","32.677","32.677","-0.36%"
"Nov 16, 2022","32.795","32.795","32.795","32.795","0.03%"
"Nov 15, 2022","32.784","32.784","32.784","32.784","0.40%"
"Nov 14, 2022","32.652","32.652","32.652","32.652","-0.11%"
"Nov 11, 2022","32.689","32.689","32.689","32.689","1.78%"
"Nov 10, 2022","32.117","32.117","32.117","32.117","-0.71%"
"Nov 09, 2022","32.347","32.347","32.347","32.347","-0.24%"
"Nov 08, 2022","32.424","32.424","32.424","32.424","0.00%"
"Nov 07, 2022","32.424","32.424","32.424","32.424","0.47%"
"Nov 04, 2022","32.272","32.272","32.272","32.272","0.36%"
"Nov 03, 2022","32.158","32.158","32.158","32.158","-0.17%"
"Nov 02, 2022","32.211","32.211","32.211","32.211","-0.34%"
"Nov 01, 2022","32.323","32.323","32.323","32.323","0.76%"
"Oct 31, 2022","32.080","32.080","32.080","32.080","1.27%"
"Oct 28, 2022","31.677","31.677","31.677","31.677","0.28%"
"Oct 27, 2022","31.588","31.588","31.588","31.588","0.53%"
"Oct 26, 2022","31.421","31.421","31.421","31.421","0.00%"
"Oct 25, 2022","31.421","31.421","31.421","31.421","0.45%"
"Oct 24, 2022","31.279","31.279","31.279","31.279","0.00%"
"Oct 21, 2022","31.279","31.279","31.279","31.279","0.07%"
"Oct 20, 2022","31.257","31.257","31.257","31.257","0.29%"
"Oct 19, 2022","31.166","31.166","31.166","31.166","0.16%"
"Oct 18, 2022","31.117","31.117","31.117","31.117","1.01%"
"Oct 17, 2022","30.806","30.806","30.806","30.806","0.74%"
"Oct 14, 2022","30.578","30.578","30.578","30.578","1.01%"
"Oct 13, 2022","30.274","30.274","30.274","30.274","-0.64%"
"Oct 12, 2022","30.468","30.468","30.468","30.468","0.82%"
"Oct 11, 2022","30.219","30.219","30.219","30.219","-1.49%"
"Oct 10, 2022","30.677","30.677","30.677","30.677","-0.43%"
"Oct 07, 2022","30.809","30.809","30.809","30.809","-0.10%"
"Oct 06, 2022","30.839","30.839","30.839","30.839","0.33%"
"Oct 05, 2022","30.737","30.737","30.737","30.737","0.00%"
"Oct 04, 2022","30.737","30.737","30.737","30.737","2.29%"
"Oct 03, 2022","30.050","30.050","30.050","30.050","-1.21%"
"Sep 30, 2022","30.418","30.418","30.418","30.418","1.63%"
"Sep 29, 2022","29.929","29.929","29.929","29.929","-0.24%"
"Sep 28, 2022","30.002","30.002","30.002","30.002","-0.87%"
"Sep 27, 2022","30.266","30.266","30.266","30.266","-0.05%"
"Sep 26, 2022","30.282","30.282","30.282","30.282","-1.80%"
"Sep 23, 2022","30.836","30.836","30.836","30.836","-1.72%"
"Sep 22, 2022","31.375","31.375","31.375","31.375","-0.50%"
"Sep 21, 2022","31.532","31.532","31.532","31.532","-0.55%"
"Sep 20, 2022","31.707","31.707","31.707","31.707","1.10%"
"Sep 19, 2022","31.362","31.362","31.362","31.362","0.52%"
"Sep 16, 2022","31.200","31.200","31.200","31.200","-1.94%"
"Sep 15, 2022","31.817","31.817","31.817","31.817","-0.70%"
"Sep 14, 2022","32.043","32.043","32.043","32.043","-0.37%"
"Sep 13, 2022","32.161","32.161","32.161","32.161","0.74%"
"Sep 12, 2022","31.923","31.923","31.923","31.923","0.58%"
"Sep 09, 2022","31.741","31.741","31.741","31.741","0.19%"
"Sep 08, 2022","31.679","31.679","31.679","31.679","0.99%"
"Sep 07, 2022","31.369","31.369","31.369","31.369","-0.18%"
"Sep 06, 2022","31.425","31.425","31.425","31.425","-0.06%"
"Sep 05, 2022","31.444","31.444","31.444","31.444","0.72%"
"Sep 02, 2022","31.219","31.219","31.219","31.219","-0.02%"
"Sep 01, 2022","31.226","31.226","31.226","31.226","-1.22%"
"Aug 31, 2022","31.611","31.611","31.611","31.611","0.00%"
"Aug 30, 2022","31.611","31.611","31.611","31.611","2.57%"
"Aug 29, 2022","30.818","30.818","30.818","30.818","-1.40%"
"Aug 26, 2022","31.255","31.255","31.255","31.255","0.21%"
"Aug 25, 2022","31.191","31.191","31.191","31.191","-0.47%"
"Aug 24, 2022","31.337","31.337","31.337","31.337","0.16%"
"Aug 23, 2022","31.289","31.289","31.289","31.289","0.49%"
"Aug 22, 2022","31.136","31.136","31.136","31.136","-1.51%"
"Aug 19, 2022","31.613","31.613","31.613","31.613","-1.08%"
"Aug 18, 2022","31.958","31.958","31.958","31.958","0.12%"
"Aug 17, 2022","31.920","31.920","31.920","31.920","0.67%"
"Aug 16, 2022","31.709","31.709","31.709","31.709","0.71%"
"Aug 15, 2022","31.484","31.484","31.484","31.484","0.00%"
"Aug 12, 2022","31.484","31.484","31.484","31.484","0.22%"
"Aug 11, 2022","31.413","31.413","31.413","31.413","0.74%"
"Aug 10, 2022","31.182","31.182","31.182","31.182","0.07%"
"Aug 09, 2022","31.159","31.159","31.159","31.159","0.00%"
"Aug 08, 2022","31.159","31.159","31.159","31.159","0.78%"
"Aug 05, 2022","30.918","30.918","30.918","30.918","0.09%"
"Aug 04, 2022","30.890","30.890","30.890","30.890","-0.04%"
"Aug 03, 2022","30.902","30.902","30.902","30.902","0.26%"
"Aug 02, 2022","30.823","30.823","30.823","30.823","0.04%"
"Aug 01, 2022","30.812","30.812","30.812","30.812","1.07%"
"Jul 29, 2022","30.486","30.486","30.486","30.486","1.35%"
"Jul 28, 2022","30.081","30.081","30.081","30.081","1.72%"
"Jul 27, 2022","29.571","29.571","29.571","29.571","0.97%"
"Jul 26, 2022","29.287","29.287","29.287","29.287","-0.88%"
"Jul 25, 2022","29.548","29.548","29.548","29.548","-0.53%"
"Jul 22, 2022","29.705","29.705","29.705","29.705","0.69%"
"Jul 21, 2022","29.503","29.503","29.503","29.503","0.57%"
"Jul 20, 2022","29.335","29.335","29.335","29.335","1.10%"
"Jul 19, 2022","29.016","29.016","29.016","29.016","0.39%"
"Jul 18, 2022","28.902","28.902","28.902","28.902","1.42%"
"Jul 15, 2022","28.497","28.497","28.497","28.497","0.69%"
"Jul 14, 2022","28.301","28.301","28.301","28.301","-0.14%"
"Jul 13, 2022","28.342","28.342","28.342","28.342","-0.57%"
"Jul 12, 2022","28.504","28.504","28.504","28.504","-0.97%"
"Jul 11, 2022","28.783","28.783","28.783","28.783","-0.03%"
"Jul 08, 2022","28.790","28.790","28.790","28.790","0.55%"
"Jul 07, 2022","28.634","28.634","28.634","28.634","0.90%"
"Jul 06, 2022","28.380","28.380","28.380","28.380","1.13%"
"Jul 05, 2022","28.063","28.063","28.063","28.063","-0.16%"
"Jul 04, 2022","28.107","28.107","28.107","28.107","0.55%"
"Jul 01, 2022","27.953","27.953","27.953","27.953","-0.18%"
"Jun 30, 2022","28.003","28.003","28.003","28.003","-0.09%"
"Jun 29, 2022","28.027","28.027","28.027","28.027","-0.32%"
"Jun 28, 2022","28.118","28.118","28.118","28.118","0.11%"
"Jun 27, 2022","28.086","28.086","28.086","28.086","0.84%"
"Jun 24, 2022","27.852","27.852","27.852","27.852","0.91%"
"Jun 23, 2022","27.600","27.600","27.600","27.600","0.93%"
"Jun 22, 2022","27.347","27.347","27.347","27.347","-1.44%"
"Jun 21, 2022","27.745","27.745","27.745","27.745","1.87%"
"Jun 20, 2022","27.235","27.235","27.235","27.235","0.38%"
"Jun 17, 2022","27.133","27.133","27.133","27.133","-0.44%"
"Jun 16, 2022","27.251","27.251","27.251","27.251","-2.10%"
"Jun 15, 2022","27.837","27.837","27.837","27.837","-0.17%"
"Jun 14, 2022","27.884","27.884","27.884","27.884","-0.27%"
"Jun 13, 2022","27.959","27.959","27.959","27.959","-2.63%"
"Jun 10, 2022","28.714","28.714","28.714","28.714","-1.67%"
"Jun 09, 2022","29.202","29.202","29.202","29.202","0.76%"
"Jun 08, 2022","28.983","28.983","28.983","28.983","-0.36%"
"Jun 07, 2022","29.089","29.089","29.089","29.089","-0.92%"
"Jun 06, 2022","29.360","29.360","29.360","29.360","-0.09%"
"Jun 03, 2022","29.386","29.386","29.386","29.386","-0.26%"
"Jun 02, 2022","29.463","29.463","29.463","29.463","0.63%"
"Jun 01, 2022","29.278","29.278","29.278","29.278","-0.37%"
"May 31, 2022","29.387","29.387","29.387","29.387","-0.30%"
"May 30, 2022","29.477","29.477","29.477","29.477","1.88%"
"May 27, 2022","28.932","28.932","28.932","28.932","1.12%"
"May 26, 2022","28.611","28.611","28.611","28.611","0.98%"
"May 25, 2022","28.334","28.334","28.334","28.334","-0.55%"
"May 24, 2022","28.490","28.490","28.490","28.490","-0.55%"
"May 23, 2022","28.648","28.648","28.648","28.648","-0.32%"
"May 20, 2022","28.739","28.739","28.739","28.739","2.88%"
"May 19, 2022","27.934","27.934","27.934","27.934","-2.65%"
"May 18, 2022","28.695","28.695","28.695","28.695","-0.12%"
"May 17, 2022","28.729","28.729","28.729","28.729","2.62%"
"May 16, 2022","27.994","27.994","27.994","27.994","0.38%"
"May 13, 2022","27.889","27.889","27.889","27.889","-0.16%"
"May 12, 2022","27.934","27.934","27.934","27.934","-2.12%"
"May 11, 2022","28.539","28.539","28.539","28.539","-0.45%"
"May 10, 2022","28.668","28.668","28.668","28.668","-0.38%"
"May 09, 2022","28.777","28.777","28.777","28.777","-0.67%"
"May 06, 2022","28.970","28.970","28.970","28.970","-1.63%"
"May 05, 2022","29.449","29.449","29.449","29.449","0.03%"
"May 04, 2022","29.440","29.440","29.440","29.440","-2.29%"
"May 03, 2022","30.131","30.131","30.131","30.131","0.00%"
"May 02, 2022","30.131","30.131","30.131","30.131","-0.20%"
"Apr 29, 2022","30.190","30.190","30.190","30.190","-0.83%"
"Apr 28, 2022","30.441","30.441","30.441","30.441","1.24%"
"Apr 27, 2022","30.069","30.069","30.069","30.069","-0.94%"
"Apr 26, 2022","30.356","30.356","30.356","30.356","1.45%"
"Apr 25, 2022","29.921","29.921","29.921","29.921","-1.27%"
"Apr 22, 2022","30.306","30.306","30.306","30.306","-1.27%"
"Apr 21, 2022","30.695","30.695","30.695","30.695","1.50%"
"Apr 20, 2022","30.242","30.242","30.242","30.242","1.05%"
"Apr 19, 2022","29.929","29.929","29.929","29.929","-1.25%"
"Apr 18, 2022","30.308","30.308","30.308","30.308","-1.73%"
"Apr 15, 2022","30.841","30.841","30.841","30.841","0.00%"
"Apr 14, 2022","30.841","30.841","30.841","30.841","0.00%"
"Apr 13, 2022","30.841","30.841","30.841","30.841","-0.31%"
"Apr 12, 2022","30.938","30.938","30.938","30.938","-0.82%"
"Apr 11, 2022","31.192","31.192","31.192","31.192","-0.62%"
"Apr 08, 2022","31.385","31.385","31.385","31.385","0.82%"
"Apr 07, 2022","31.130","31.130","31.130","31.130","-0.94%"
"Apr 06, 2022","31.427","31.427","31.427","31.427","-0.83%"
"Apr 05, 2022","31.691","31.691","31.691","31.691","-0.52%"
"Apr 04, 2022","31.858","31.858","31.858","31.858","2.17%"
"Apr 01, 2022","31.182","31.182","31.182","31.182","1.18%"
"Mar 31, 2022","30.820","30.820","30.820","30.820","-0.19%"
"Mar 30, 2022","30.879","30.879","30.879","30.879","0.99%"
"Mar 29, 2022","30.575","30.575","30.575","30.575","0.60%"
"Mar 28, 2022","30.393","30.393","30.393","30.393","0.40%"
"Mar 25, 2022","30.271","30.271","30.271","30.271","-0.41%"
"Mar 24, 2022","30.395","30.395","30.395","30.395","-0.13%"
"Mar 23, 2022","30.435","30.435","30.435","30.435","-0.40%"
"Mar 22, 2022","30.559","30.559","30.559","30.559","1.16%"
"Mar 21, 2022","30.210","30.210","30.210","30.210","-0.98%"
"Mar 18, 2022","30.510","30.509","30.509","30.509","0.00%"
"Mar 17, 2022","30.510","30.509","30.509","30.509","1.83%"
"Mar 16, 2022","29.960","29.960","29.960","29.960","1.87%"
"Mar 15, 2022","29.410","29.410","29.410","29.410","-1.23%"
"Mar 14, 2022","29.778","29.778","29.778","29.778","1.44%"
"Mar 11, 2022","29.354","29.354","29.354","29.354","0.21%"
"Mar 10, 2022","29.292","29.291","29.291","29.291","1.52%"
"Mar 09, 2022","28.853","28.853","28.853","28.853","2.06%"
"Mar 08, 2022","28.270","28.270","28.270","28.270","0.94%"
"Mar 07, 2022","28.006","28.006","28.006","28.006","-2.35%"
"Mar 04, 2022","28.681","28.681","28.681","28.681","-1.53%"
"Mar 03, 2022","29.126","29.127","29.127","29.127","-0.65%"
"Mar 02, 2022","29.317","29.317","29.317","29.317","-1.12%"
"Mar 01, 2022","29.648","29.648","29.648","29.648","0.00%"
"Feb 28, 2022","29.648","29.648","29.648","29.648","0.81%"
"Feb 25, 2022","29.410","29.410","29.410","29.410","2.52%"
"Feb 24, 2022","28.689","28.689","28.689","28.689","-4.77%"
"Feb 23, 2022","30.126","30.126","30.126","30.126","-0.17%"
"Feb 22, 2022","30.177","30.177","30.177","30.177","-0.66%"
"Feb 21, 2022","30.379","30.379","30.379","30.379","-0.37%"
"Feb 18, 2022","30.493","30.493","30.493","30.493","-0.16%"
"Feb 17, 2022","30.543","30.543","30.543","30.543","-0.10%"
"Feb 16, 2022","30.574","30.574","30.574","30.574","-0.15%"
"Feb 15, 2022","30.620","30.620","30.620","30.620","3.02%"
"Feb 14, 2022","29.722","29.723","29.723","29.723","-3.00%"
"Feb 11, 2022","30.642","30.642","30.642","30.642","-1.31%"
"Feb 10, 2022","31.049","31.049","31.049","31.049","0.82%"
"Feb 09, 2022","30.797","30.797","30.797","30.797","1.16%"
"Feb 08, 2022","30.444","30.444","30.444","30.444","0.31%"
"Feb 07, 2022","30.351","30.351","30.351","30.351","-1.73%"
"Feb 04, 2022","30.884","30.884","30.884","30.884","-0.25%"
"Feb 03, 2022","30.962","30.962","30.962","30.962","-1.21%"
"Feb 02, 2022","31.340","31.340","31.340","31.340","1.15%"
"Feb 01, 2022","30.983","30.983","30.983","30.983","1.36%"
"Jan 31, 2022","30.568","30.568","30.568","30.568","1.38%"
"Jan 28, 2022","30.151","30.151","30.151","30.151","-0.05%"
"Jan 27, 2022","30.166","30.166","30.166","30.166","-0.97%"
"Jan 26, 2022","30.462","30.462","30.462","30.462","0.00%"
"Jan 25, 2022","30.462","30.462","30.462","30.462","0.75%"
"Jan 24, 2022","30.236","30.236","30.236","30.236","-2.66%"
"Jan 21, 2022","31.062","31.062","31.062","31.062","-0.79%"
"Jan 20, 2022","31.308","31.308","31.308","31.308","-1.00%"
"Jan 19, 2022","31.623","31.623","31.623","31.623","-0.96%"
"Jan 18, 2022","31.928","31.928","31.928","31.928","-1.06%"
"Jan 17, 2022","32.272","32.272","32.272","32.272","0.28%"
"Jan 14, 2022","32.180","32.180","32.180","32.180","-0.01%"
"Jan 13, 2022","32.184","32.184","32.184","32.184","0.25%"
"Jan 12, 2022","32.104","32.104","32.104","32.104","0.87%"
"Jan 11, 2022","31.828","31.828","31.828","31.828","0.29%"
"Jan 10, 2022","31.736","31.736","31.736","31.736","1.07%"
"Jan 07, 2022","31.401","31.401","31.401","31.401","0.37%"
"Jan 06, 2022","31.283","31.283","31.283","31.283","-1.00%"
"Jan 05, 2022","31.600","31.599","31.599","31.599","0.67%"
"Jan 04, 2022","31.389","31.389","31.389","31.389","1.02%"
"Jan 03, 2022","31.072","31.072","31.072","31.072","1.56%"
"Dec 31, 2021","30.594","30.594","30.594","30.594","0.87%"
"Dec 30, 2021","30.330","30.330","30.330","30.330","-0.06%"
"Dec 29, 2021","30.348","30.348","30.348","30.348","-0.11%"
"Dec 28, 2021","30.382","30.383","30.383","30.383","0.85%"
"Dec 27, 2021","30.125","30.125","30.125","30.125","0.48%"
"Dec 24, 2021","29.980","29.980","29.980","29.980","-0.40%"
"Dec 23, 2021","30.101","30.101","30.101","30.101","0.69%"
"Dec 22, 2021","29.895","29.895","29.895","29.895","1.13%"
"Dec 21, 2021","29.561","29.561","29.561","29.561","0.94%"
"Dec 20, 2021","29.287","29.287","29.287","29.287","-2.18%"
"Dec 17, 2021","29.940","29.940","29.940","29.940","-1.53%"
"Dec 16, 2021","30.404","30.404","30.404","30.404","0.15%"
"Dec 15, 2021","30.357","30.357","30.357","30.357","-0.60%"
"Dec 14, 2021","30.539","30.539","30.539","30.539","-0.25%"
"Dec 13, 2021","30.616","30.616","30.616","30.616","-0.82%"
"Dec 10, 2021","30.868","30.868","30.868","30.868","-0.03%"
"Dec 09, 2021","30.878","30.878","30.878","30.878","0.27%"
"Dec 08, 2021","30.796","30.796","30.796","30.796","1.70%"
"Dec 07, 2021","30.280","30.280","30.280","30.280","1.57%"
"Dec 06, 2021","29.812","29.812","29.812","29.812","-1.66%"
"Dec 03, 2021","30.314","30.314","30.314","30.314","-1.18%"
"Dec 02, 2021","30.675","30.675","30.675","30.675","1.36%"
"Dec 01, 2021","30.262","30.262","30.262","30.262","1.08%"
"Nov 30, 2021","29.938","29.938","29.938","29.938","-0.42%"
"Nov 29, 2021","30.063","30.063","30.063","30.063","0.16%"
"Nov 26, 2021","30.015","30.015","30.015","30.015","-2.90%"
"Nov 25, 2021","30.912","30.912","30.912","30.912","0.69%"
"Nov 24, 2021","30.699","30.699","30.699","30.699","-0.50%"
"Nov 23, 2021","30.854","30.854","30.854","30.854","0.50%"
"Nov 22, 2021","30.702","30.702","30.702","30.702","-1.94%"
"Nov 19, 2021","31.308","31.308","31.308","31.308","0.00%"
"Nov 18, 2021","31.308","31.308","31.308","31.308","-0.75%"
"Nov 17, 2021","31.544","31.544","31.544","31.544","-0.56%"
"Nov 16, 2021","31.721","31.721","31.721","31.721","-0.61%"
