"Index Name","Date","Open","High","Low","Close"
"NIFTY 10 YR BENCHMARK G-SEC","14 Sep 2022","2057.96","2057.96","2050.98","2052.93"
"NIFTY 10 YR BENCHMARK G-SEC","13 Sep 2022","2049.74","2058.11","2049.41","2057.56"
"NIFTY 10 YR BENCHMARK G-SEC","12 Sep 2022","2018.18","2049.34","1980.7","2049.34"
"NIFTY 10 YR BENCHMARK G-SEC","09 Sep 2022","2056.45","2056.48","2050.81","2051.75"
"NIFTY 10 YR BENCHMARK G-SEC","08 Sep 2022","2049.40","2057.98","2049.40","2056.05"
"NIFTY 10 YR BENCHMARK G-SEC","07 Sep 2022","2048.20","2050.17","2046.56","2049.02"
"NIFTY 10 YR BENCHMARK G-SEC","06 Sep 2022","2044.13","2049.15","2044.13","2047.82"
"NIFTY 10 YR BENCHMARK G-SEC","05 Sep 2022","2041.35","2046.00","2041.35","2043.75"
"NIFTY 10 YR BENCHMARK G-SEC","02 Sep 2022","2043.53","2043.53","2038.01","2040.16"
"NIFTY 10 YR BENCHMARK G-SEC","01 Sep 2022","2045.59","2048.28","2041.49","2043.15"
"NIFTY 10 YR BENCHMARK G-SEC","30 Aug 2022","2036.50","2045.81","2035.52","2044.81"
"NIFTY 10 YR BENCHMARK G-SEC","29 Aug 2022","2041.50","2041.50","2033.72","2036.50"
"NIFTY 10 YR BENCHMARK G-SEC","26 Aug 2022","2028.91","2041.95","2028.91","2040.31"
"NIFTY 10 YR BENCHMARK G-SEC","25 Aug 2022","2029.58","2029.58","2026.03","2028.52"
"NIFTY 10 YR BENCHMARK G-SEC","24 Aug 2022","2030.24","2031.58","2026.28","2029.19"
"NIFTY 10 YR BENCHMARK G-SEC","23 Aug 2022","2030.24","2031.20","2025.84","2029.86"
"NIFTY 10 YR BENCHMARK G-SEC","22 Aug 2022","2031.22","2031.66","2025.93","2029.86"
"NIFTY 10 YR BENCHMARK G-SEC","19 Aug 2022","2033.60","2033.60","2026.26","2030.03"
"NIFTY 10 YR BENCHMARK G-SEC","18 Aug 2022","2041.22","2041.22","2030.54","2033.22"
"NIFTY 10 YR BENCHMARK G-SEC","17 Aug 2022","2025.82","2043.73","2025.82","2040.84"
"NIFTY 10 YR BENCHMARK G-SEC","16 Aug 2022","2025.82","2025.82","2025.44","2025.44"
"NIFTY 10 YR BENCHMARK G-SEC","12 Aug 2022","2027.31","2027.31","2021.02","2023.83"
"NIFTY 10 YR BENCHMARK G-SEC","11 Aug 2022","2021.00","2030.60","2021.00","2026.93"
"NIFTY 10 YR BENCHMARK G-SEC","10 Aug 2022","2015.52","2021.04","2014.73","2020.62"
"NIFTY 10 YR BENCHMARK G-SEC","08 Aug 2022","2019.74","2019.74","2012.10","2014.73"
"NIFTY 10 YR BENCHMARK G-SEC","05 Aug 2022","2039.26","2046.75","2018.56","2018.56"
"NIFTY 10 YR BENCHMARK G-SEC","04 Aug 2022","2028.26","2040.21","2028.26","2038.88"
"NIFTY 10 YR BENCHMARK G-SEC","03 Aug 2022","2033.35","2033.35","2026.03","2027.88"
"NIFTY 10 YR BENCHMARK G-SEC","02 Aug 2022","2025.49","2035.20","2025.49","2032.97"
"NIFTY 10 YR BENCHMARK G-SEC","01 Aug 2022","2015.48","2026.54","2012.54","2025.11"
"NIFTY 10 YR BENCHMARK G-SEC","29 Jul 2022","2012.59","2023.96","2012.59","2014.70"
"NIFTY 10 YR BENCHMARK G-SEC","28 Jul 2022","2011.46","2015.62","2011.17","2012.21"
"NIFTY 10 YR BENCHMARK G-SEC","27 Jul 2022","2006.61","2011.84","2006.12","2011.08"
"NIFTY 10 YR BENCHMARK G-SEC","26 Jul 2022","2004.11","2007.00","2000.53","2006.23"
"NIFTY 10 YR BENCHMARK G-SEC","25 Jul 2022","2000.54","2007.89","2000.54","2003.73"
"NIFTY 10 YR BENCHMARK G-SEC","22 Jul 2022","1994.16","2000.95","1994.16","1999.35"
"NIFTY 10 YR BENCHMARK G-SEC","21 Jul 2022","1994.12","1994.89","1990.70","1993.78"
"NIFTY 10 YR BENCHMARK G-SEC","20 Jul 2022","1994.80","1995.57","1991.86","1993.74"
"NIFTY 10 YR BENCHMARK G-SEC","19 Jul 2022","1994.71","1995.40","1990.09","1994.42"
"NIFTY 10 YR BENCHMARK G-SEC","18 Jul 2022","1994.60","1999.25","1993.37","1994.33"
"NIFTY 10 YR BENCHMARK G-SEC","15 Jul 2022","2000.16","2000.16","1993.41","1993.41"
"NIFTY 10 YR BENCHMARK G-SEC","14 Jul 2022","2004.67","2004.67","1996.35","1999.80"
"NIFTY 10 YR BENCHMARK G-SEC","13 Jul 2022","1997.21","2005.61","1997.21","2004.31"
"NIFTY 10 YR BENCHMARK G-SEC","12 Jul 2022","1992.87","1997.76","1990.07","1996.84"
"NIFTY 10 YR BENCHMARK G-SEC","11 Jul 2022","1995.32","1995.32","1986.26","1992.50"
"NIFTY 10 YR BENCHMARK G-SEC","08 Jul 2022","2001.17","2001.17","1992.68","1994.14"
"NIFTY 10 YR BENCHMARK G-SEC","07 Jul 2022","2008.07","2009.53","1999.89","2000.80"
"NIFTY 10 YR BENCHMARK G-SEC","06 Jul 2022","1996.22","2010.39","1996.22","2007.70"
"NIFTY 10 YR BENCHMARK G-SEC","05 Jul 2022","1996.68","1996.68","1991.21","1995.86"
"NIFTY 10 YR BENCHMARK G-SEC","04 Jul 2022","1990.82","1999.8","1990.82","1996.31"
"NIFTY 10 YR BENCHMARK G-SEC","01 Jul 2022","1986.48","1994.58","1986.48","1989.65"
"NIFTY 10 YR BENCHMARK G-SEC","30 Jun 2022","1983.99","1989.50","1983.99","1986.11"
"NIFTY 10 YR BENCHMARK G-SEC","29 Jun 2022","1983.14","1986.66","1980.98","1983.62"
"NIFTY 10 YR BENCHMARK G-SEC","28 Jun 2022","1989.36","1989.36","1981.83","1982.77"
"NIFTY 10 YR BENCHMARK G-SEC","27 Jun 2022","1984.76","1989.81","1981.82","1989.00"
"NIFTY 10 YR BENCHMARK G-SEC","24 Jun 2022","1987.33","1987.33","1980.70","1983.58"
"NIFTY 10 YR BENCHMARK G-SEC","23 Jun 2022","1988.87","1993.66","1983.41","1986.96"
"NIFTY 10 YR BENCHMARK G-SEC","22 Jun 2022","1977.93","1991.23","1977.93","1988.50"
"NIFTY 10 YR BENCHMARK G-SEC","21 Jun 2022","1983.50","1983.50","1976.92","1977.56"
"NIFTY 10 YR BENCHMARK G-SEC","20 Jun 2022","1967.22","1983.13","1967.22","1983.13"
"NIFTY 10 YR BENCHMARK G-SEC","17 Jun 2022","1958.91","1967.85","1958.72","1966.04"
"NIFTY 10 YR BENCHMARK G-SEC","16 Jun 2022","1960.18","1966.45","1957.43","1958.55"
"NIFTY 10 YR BENCHMARK G-SEC","15 Jun 2022","1960.87","1962.39","1957.72","1959.82"
"NIFTY 10 YR BENCHMARK G-SEC","14 Jun 2022","1958.54","1962.63","1956.89","1960.50"
"NIFTY 10 YR BENCHMARK G-SEC","13 Jun 2022","1968.81","1968.81","1956.52","1958.17"
"NIFTY 10 YR BENCHMARK G-SEC","10 Jun 2022","1969.73","1970.36","1966.88","1967.63"
"NIFTY 10 YR BENCHMARK G-SEC","09 Jun 2022","1970.90","1970.90","1965.69","1969.36"
"NIFTY 10 YR BENCHMARK G-SEC","08 Jun 2022","1966.27","1978.54","1962.44","1970.53"
"NIFTY 10 YR BENCHMARK G-SEC","07 Jun 2022","1969.57","1969.57","1964.33","1965.90"
"NIFTY 10 YR BENCHMARK G-SEC","06 Jun 2022","1975.11","1975.11","1967.23","1969.20"
"NIFTY 10 YR BENCHMARK G-SEC","03 Jun 2022","1976.16","1976.16","1971.24","1973.94"
"NIFTY 10 YR BENCHMARK G-SEC","02 Jun 2022","1978.22","1979.53","1975.07","1975.79"
"NIFTY 10 YR BENCHMARK G-SEC","01 Jun 2022","1977.50","1980.95","1975.21","1977.85"
"NIFTY 10 YR BENCHMARK G-SEC","31 May 2022","1979.09","1979.09","1971.87","1977.13"
"NIFTY 10 YR BENCHMARK G-SEC","30 May 2022","1985.17","1985.17","1977.95","1978.72"
"NIFTY 10 YR BENCHMARK G-SEC","27 May 2022","1992.70","1992.70","1982.13","1984.37"
"NIFTY 10 YR BENCHMARK G-SEC","26 May 2022","1990.34","1995.69","1989.75","1992.33"
"NIFTY 10 YR BENCHMARK G-SEC","25 May 2022","1983.53","1991.99","1983.53","1989.97"
"NIFTY 10 YR BENCHMARK G-SEC","24 May 2022","1979.26","1985.32","1979.26","1983.17"
"NIFTY 10 YR BENCHMARK G-SEC","23 May 2022","1982.91","1985.05","1977.36","1978.89"
"NIFTY 10 YR BENCHMARK G-SEC","20 May 2022","1986.09","1986.09","1980.55","1981.74"
"NIFTY 10 YR BENCHMARK G-SEC","19 May 2022","1981.90","1986.73","1980.48","1985.72"
"NIFTY 10 YR BENCHMARK G-SEC","18 May 2022","1980.10","1983.34","1978.16","1981.53"
"NIFTY 10 YR BENCHMARK G-SEC","17 May 2022","1986.60","1986.60","1977.38","1979.73"
"NIFTY 10 YR BENCHMARK G-SEC","16 May 2022","1986.6","1986.6","1986.23","1986.23"
"NIFTY 10 YR BENCHMARK G-SEC","13 May 2022","1999.85","1999.85","1981.06","1985.04"
"NIFTY 10 YR BENCHMARK G-SEC","12 May 2022","1996.24","2000.94","1987.20","1999.48"
"NIFTY 10 YR BENCHMARK G-SEC","11 May 2022","1983.97","1998.72","1981.09","1995.88"
"NIFTY 10 YR BENCHMARK G-SEC","10 May 2022","1961.79","1985.84","1961.79","1983.60"
"NIFTY 10 YR BENCHMARK G-SEC","09 May 2022","1964.40","1969.07","1959.23","1961.42"
"NIFTY 10 YR BENCHMARK G-SEC","06 May 2022","1970.02","1970.02","1960.78","1963.24"
"NIFTY 10 YR BENCHMARK G-SEC","05 May 2022","1972.59","1972.70","1963.07","1969.65"
"NIFTY 10 YR BENCHMARK G-SEC","04 May 2022","2008.06","2008.06","1968.44","1972.23"
"NIFTY 10 YR BENCHMARK G-SEC","02 May 2022","2004.64","2007.77","2003.36","2007.30"
"NIFTY 10 YR BENCHMARK G-SEC","29 Apr 2022","2001.36","2005.11","1997.12","2003.49"
"NIFTY 10 YR BENCHMARK G-SEC","28 Apr 2022","2011.42","2011.42","2000.03","2000.99"
"NIFTY 10 YR BENCHMARK G-SEC","27 Apr 2022","2015.36","2015.36","2009.70","2011.05"
"NIFTY 10 YR BENCHMARK G-SEC","26 Apr 2022","2014.84","2015.99","2007.48","2014.99"
"NIFTY 10 YR BENCHMARK G-SEC","25 Apr 2022","1996.75","2015.67","1996.75","2014.47"
"NIFTY 10 YR BENCHMARK G-SEC","22 Apr 2022","1999.72","1999.72","1993.49","1995.60"
"NIFTY 10 YR BENCHMARK G-SEC","21 Apr 2022","2003.46","2005.62","1996.91","1999.35"
"NIFTY 10 YR BENCHMARK G-SEC","20 Apr 2022","1997.24","2004.43","1996.43","2003.10"
"NIFTY 10 YR BENCHMARK G-SEC","19 Apr 2022","1993.38","2000.98","1993.38","1996.87"
"NIFTY 10 YR BENCHMARK G-SEC","18 Apr 2022","1986.25","1996.92","1981.95","1993.01"
"NIFTY 10 YR BENCHMARK G-SEC","13 Apr 2022","1990.27","1990.27","1977.84","1984.31"
"NIFTY 10 YR BENCHMARK G-SEC","12 Apr 2022","1996.60","1996.60","1988.64","1989.91"
"NIFTY 10 YR BENCHMARK G-SEC","11 Apr 2022","2001.29","2001.29","1988.78","1996.23"
"NIFTY 10 YR BENCHMARK G-SEC","08 Apr 2022","2026.66","2026.66","2000.14","2000.14"
"NIFTY 10 YR BENCHMARK G-SEC","07 Apr 2022","2025.59","2027.67","2025.01","2026.30"
"NIFTY 10 YR BENCHMARK G-SEC","06 Apr 2022","2027.67","2027.67","2023.40","2025.23"
"NIFTY 10 YR BENCHMARK G-SEC","05 Apr 2022","2027.65","2028.87","2026.11","2027.30"
"NIFTY 10 YR BENCHMARK G-SEC","04 Apr 2022","2038.44","2038.44","2022.86","2027.28"
"NIFTY 10 YR BENCHMARK G-SEC","01 Apr 2022","2038.44","2038.44","2037.31","2037.31"
"NIFTY 10 YR BENCHMARK G-SEC","31 Mar 2022","2042.02","2043.77","2033.47","2036.93"
"NIFTY 10 YR BENCHMARK G-SEC","30 Mar 2022","2035.87","2042.12","2035.87","2041.65"
"NIFTY 10 YR BENCHMARK G-SEC","29 Mar 2022","2034.03","2036.99","2034.03","2035.88"
"NIFTY 10 YR BENCHMARK G-SEC","28 Mar 2022","2036.80","2036.80","2031.70","2033.66"
"NIFTY 10 YR BENCHMARK G-SEC","25 Mar 2022","2033.01","2036.53","2033.01","2035.68"
"NIFTY 10 YR BENCHMARK G-SEC","24 Mar 2022","2033.89","2034.46","2032.05","2032.64"
"NIFTY 10 YR BENCHMARK G-SEC","23 Mar 2022","2033.58","2034.71","2030.25","2033.52"
"NIFTY 10 YR BENCHMARK G-SEC","22 Mar 2022","2038.11","2038.11","2030.28","2033.21"
"NIFTY 10 YR BENCHMARK G-SEC","21 Mar 2022","2039.57","2039.57","2034.22","2037.74"
"NIFTY 10 YR BENCHMARK G-SEC","17 Mar 2022","2033.95","2038.67","2033.95","2038.07"
"NIFTY 10 YR BENCHMARK G-SEC","16 Mar 2022","2031.68","2036.05","2029.79","2033.59"
"NIFTY 10 YR BENCHMARK G-SEC","15 Mar 2022","2026.85","2031.98","2026.85","2031.31"
"NIFTY 10 YR BENCHMARK G-SEC","14 Mar 2022","2026.36","2029.77","2024.44","2026.49"
"NIFTY 10 YR BENCHMARK G-SEC","11 Mar 2022","2031.78","2033.77","2023.32","2025.23"
"NIFTY 10 YR BENCHMARK G-SEC","10 Mar 2022","2023.00","2033.61","2023.00","2031.42"
"NIFTY 10 YR BENCHMARK G-SEC","09 Mar 2022","2018.18","2026.06","2016.01","2022.63"
"NIFTY 10 YR BENCHMARK G-SEC","08 Mar 2022","2018.96","2020.30","2016.46","2017.81"
"NIFTY 10 YR BENCHMARK G-SEC","07 Mar 2022","2029.32","2029.32","2017.52","2018.59"
"NIFTY 10 YR BENCHMARK G-SEC","04 Mar 2022","2025.37","2029.73","2025.37","2028.20"
"NIFTY 10 YR BENCHMARK G-SEC","03 Mar 2022","2027.6","2027.6","2021.98","2025.00"
"NIFTY 10 YR BENCHMARK G-SEC","02 Mar 2022","2034.31","2034.31","2026.53","2027.23"
"NIFTY 10 YR BENCHMARK G-SEC","01 Mar 2022","-","-","-","2033.95"
"NIFTY 10 YR BENCHMARK G-SEC","28 Feb 2022","2034.42","2036.24","2033.06","2033.57"
"NIFTY 10 YR BENCHMARK G-SEC","25 Feb 2022","2031.78","2035.4","2031.78","2032.56"
"NIFTY 10 YR BENCHMARK G-SEC","24 Feb 2022","2034","2034","2029.29","2031.42"
"NIFTY 10 YR BENCHMARK G-SEC","23 Feb 2022","2032.43","2034.65","2029.94","2033.64"
"NIFTY 10 YR BENCHMARK G-SEC","22 Feb 2022","2040.72","2040.72","2031.21","2032.06"
"NIFTY 10 YR BENCHMARK G-SEC","21 Feb 2022","2044.50","2044.57","2040.11","2040.35"
"NIFTY 10 YR BENCHMARK G-SEC","18 Feb 2022","2042.07","2044.99","2042.07","2043.39"
"NIFTY 10 YR BENCHMARK G-SEC","17 Feb 2022","2039.53","2042.88","2038.98","2041.70"
"NIFTY 10 YR BENCHMARK G-SEC","16 Feb 2022","2040.88","2044.14","2036.97","2039.16"
"NIFTY 10 YR BENCHMARK G-SEC","15 Feb 2022","2041.64","2049.51","2037.83","2040.51"
"NIFTY 10 YR BENCHMARK G-SEC","14 Feb 2022","2035.89","2042.99","2033.35","2041.27"
"NIFTY 10 YR BENCHMARK G-SEC","11 Feb 2022","2031.43","2035.93","2026.50","2034.78"
"NIFTY 10 YR BENCHMARK G-SEC","10 Feb 2022","2021.67","2037.40","2019.97","2031.07"
"NIFTY 10 YR BENCHMARK G-SEC","09 Feb 2022","2018.39","2023.09","2017.14","2021.30"
"NIFTY 10 YR BENCHMARK G-SEC","08 Feb 2022","2007.14","2020.05","2007.14","2018.03"
"NIFTY 10 YR BENCHMARK G-SEC","07 Feb 2022","2006.77","2006.78","2006.77","2006.78"
"NIFTY 10 YR BENCHMARK G-SEC","04 Feb 2022","2005.19","2005.64","1996.98","2005.64"
"NIFTY 10 YR BENCHMARK G-SEC","03 Feb 2022","2008.21","2008.68","2003.82","2004.84"
"NIFTY 10 YR BENCHMARK G-SEC","02 Feb 2022","2014.64","2014.64","2000.50","2007.86"
"NIFTY 10 YR BENCHMARK G-SEC","01 Feb 2022","2035.28","2042.18","2008.07","2014.29"
"NIFTY 10 YR BENCHMARK G-SEC","31 Jan 2022","2026.09","2037.01","2026.09","2034.92"
"NIFTY 10 YR BENCHMARK G-SEC","28 Jan 2022","2027.46","2029.68","2023.18","2025.37"
"NIFTY 10 YR BENCHMARK G-SEC","27 Jan 2022","2038.71","2038.71","2026.20","2027.11"
"NIFTY 10 YR BENCHMARK G-SEC","25 Jan 2022","2039.01","2041.35","2037.12","2037.98"
"NIFTY 10 YR BENCHMARK G-SEC","24 Jan 2022","2041.90","2041.90","2037.50","2038.66"
"NIFTY 10 YR BENCHMARK G-SEC","21 Jan 2022","2043.07","2045.62","2039.28","2040.81"
"NIFTY 10 YR BENCHMARK G-SEC","20 Jan 2022","2043.47","2046.96","2041.72","2042.72"
"NIFTY 10 YR BENCHMARK G-SEC","19 Jan 2022","2040.96","2044.01","2035.18","2043.11"
"NIFTY 10 YR BENCHMARK G-SEC","18 Jan 2022","2038.47","2041.80","2033.76","2040.61"
"NIFTY 10 YR BENCHMARK G-SEC","17 Jan 2022","2045.22","2051.17","2037.00","2038.12"
"NIFTY 10 YR BENCHMARK G-SEC","14 Jan 2022","2046.51","2048.40","2043.33","2044.12"
"NIFTY 10 YR BENCHMARK G-SEC","13 Jan 2022","2042.43","2047.62","2042.43","2046.16"
"NIFTY 10 YR BENCHMARK G-SEC","12 Jan 2022","2045.89","2047.26","2041.13","2042.07"
"NIFTY 10 YR BENCHMARK G-SEC","11 Jan 2022","2043.90","2045.84","2043.17","2045.53"
"NIFTY 10 YR BENCHMARK G-SEC","10 Jan 2022","2049.99","2049.99","2042.47","2043.56"
"NIFTY 10 YR BENCHMARK G-SEC","07 Jan 2022","2050.18","2052.24","2048.75","2048.92"
"NIFTY 10 YR BENCHMARK G-SEC","06 Jan 2022","2051.88","2051.88","2046.97","2049.84"
"NIFTY 10 YR BENCHMARK G-SEC","05 Jan 2022","2050.72","2052.36","2047.24","2051.54"
"NIFTY 10 YR BENCHMARK G-SEC","04 Jan 2022","2058.01","2058.01","2049.76","2050.38"
"NIFTY 10 YR BENCHMARK G-SEC","03 Jan 2022","2058.73","2059.05","2057.00","2057.67"
"NIFTY 10 YR BENCHMARK G-SEC","31 Dec 2021","2055.52","2058.62","2052.98","2057.66"
"NIFTY 10 YR BENCHMARK G-SEC","30 Dec 2021","2056.37","2056.37","2053.77","2055.18"
"NIFTY 10 YR BENCHMARK G-SEC","29 Dec 2021","2053.94","2056.84","2053.36","2056.37"
"NIFTY 10 YR BENCHMARK G-SEC","28 Dec 2021","2055.33","2055.33","2050.96","2053.60"
"NIFTY 10 YR BENCHMARK G-SEC","27 Dec 2021","2055.64","2057.79","2054.71","2054.99"
"NIFTY 10 YR BENCHMARK G-SEC","24 Dec 2021","2054.74","2056.49","2052.44","2054.58"
"NIFTY 10 YR BENCHMARK G-SEC","23 Dec 2021","2053.67","2055.27","2052.3","2054.39"
"NIFTY 10 YR BENCHMARK G-SEC","22 Dec 2021","2052.7","2054.2","2050.51","2053.33"
"NIFTY 10 YR BENCHMARK G-SEC","21 Dec 2021","2057.6","2057.6","2051.65","2052.36"
"NIFTY 10 YR BENCHMARK G-SEC","20 Dec 2021","2061.15","2061.92","2054.53","2057.26"
"NIFTY 10 YR BENCHMARK G-SEC","17 Dec 2021","2064.58","2064.58","2059.03","2060.09"
"NIFTY 10 YR BENCHMARK G-SEC","16 Dec 2021","2065.95","2065.95","2063.81","2064.24"
"NIFTY 10 YR BENCHMARK G-SEC","15 Dec 2021","2066.08","2066.84","2065.2","2065.61"
"NIFTY 10 YR BENCHMARK G-SEC","14 Dec 2021","2064.09","2066.29","2064.09","2065.74"
"NIFTY 10 YR BENCHMARK G-SEC","13 Dec 2021","2064.09","2066.15","2062.51","2063.75"
"NIFTY 10 YR BENCHMARK G-SEC","10 Dec 2021","2065.48","2066.59","2062.54","2063.03"
"NIFTY 10 YR BENCHMARK G-SEC","09 Dec 2021","2065.72","2065.89","2063.42","2065.14"
"NIFTY 10 YR BENCHMARK G-SEC","08 Dec 2021","2059.31","2066.05","2059.31","2065.37"
"NIFTY 10 YR BENCHMARK G-SEC","07 Dec 2021","2063.15","2063.15","2058.22","2058.97"
"NIFTY 10 YR BENCHMARK G-SEC","06 Dec 2021","2061.54","2063.41","2060.74","2062.81"
"NIFTY 10 YR BENCHMARK G-SEC","03 Dec 2021","2062.91","2062.91","2059.9","2060.48"
"NIFTY 10 YR BENCHMARK G-SEC","02 Dec 2021","2061.97","2064.48","2061.97","2062.57"
"NIFTY 10 YR BENCHMARK G-SEC","01 Dec 2021","2065.49","2065.49","2060.95","2061.63"
"NIFTY 10 YR BENCHMARK G-SEC","30 Nov 2021","2064.17","2068.45","2063.37","2065.15"
"NIFTY 10 YR BENCHMARK G-SEC","29 Nov 2021","2064.59","2065.49","2062.92","2063.83"
"NIFTY 10 YR BENCHMARK G-SEC","26 Nov 2021","2058","2065.26","2058","2063.53"
"NIFTY 10 YR BENCHMARK G-SEC","25 Nov 2021","2057.15","2058.15","2056.92","2057.66"
"NIFTY 10 YR BENCHMARK G-SEC","24 Nov 2021","2057.36","2058.16","2055.96","2056.81"
"NIFTY 10 YR BENCHMARK G-SEC","23 Nov 2021","2059.86","2059.86","2055.82","2057.01"
"NIFTY 10 YR BENCHMARK G-SEC","22 Nov 2021","2060.67","2063.67","2058.75","2059.51"
"NIFTY 10 YR BENCHMARK G-SEC","18 Nov 2021","2056.17","2060.18","2056.17","2059.26"
"NIFTY 10 YR BENCHMARK G-SEC","17 Nov 2021","2055.63","2056.14","2053.12","2055.83"
"NIFTY 10 YR BENCHMARK G-SEC","16 Nov 2021","2057.66","2057.66","2054.82","2055.29"
"NIFTY 10 YR BENCHMARK G-SEC","15 Nov 2021","2054.43","2057.65","2054.43","2057.32"
"NIFTY 10 YR BENCHMARK G-SEC","12 Nov 2021","2052.79","2055.68","2052.2","2053.37"
"NIFTY 10 YR BENCHMARK G-SEC","11 Nov 2021","2058.69","2058.69","2051.03","2052.45"
"NIFTY 10 YR BENCHMARK G-SEC","10 Nov 2021","2063.76","2063.76","2056.84","2058.35"
"NIFTY 10 YR BENCHMARK G-SEC","09 Nov 2021","2060.68","2063.77","2060.68","2063.42"
"NIFTY 10 YR BENCHMARK G-SEC","08 Nov 2021","2052.56","2061.47","2052.56","2060.34"
"NIFTY 10 YR BENCHMARK G-SEC","04 Nov 2021","2052.56","2052.56","2051.14","2051.14"
"NIFTY 10 YR BENCHMARK G-SEC","03 Nov 2021","2050.8","2051.94","2050.4","2050.79"
"NIFTY 10 YR BENCHMARK G-SEC","02 Nov 2021","2046.57","2051.8","2046.26","2050.45"
"NIFTY 10 YR BENCHMARK G-SEC","01 Nov 2021","2046.3","2049.35","2045.71","2046.23"
"NIFTY 10 YR BENCHMARK G-SEC","29 Oct 2021","2050.9","2050.9","2045.6","2045.60"
"NIFTY 10 YR BENCHMARK G-SEC","28 Oct 2021","2052.43","2057.13","2048.1","2050.56"
"NIFTY 10 YR BENCHMARK G-SEC","27 Oct 2021","2049.49","2052.93","2047.09","2052.09"
"NIFTY 10 YR BENCHMARK G-SEC","26 Oct 2021","2049.99","2051.05","2047.05","2049.15"
"NIFTY 10 YR BENCHMARK G-SEC","25 Oct 2021","2048.52","2052.24","2046.81","2049.65"
"NIFTY 10 YR BENCHMARK G-SEC","22 Oct 2021","2049.96","2050.38","2046.07","2047.46"
"NIFTY 10 YR BENCHMARK G-SEC","21 Oct 2021","2045.23","2050.23","2042.75","2049.61"
"NIFTY 10 YR BENCHMARK G-SEC","20 Oct 2021","2042.38","2045.58","2039.84","2044.89"
"NIFTY 10 YR BENCHMARK G-SEC","19 Oct 2021","2042.38","2042.38","2042.03","2042.03"
"NIFTY 10 YR BENCHMARK G-SEC","18 Oct 2021","2050.36","2050.36","2041.68","2041.68"
"NIFTY 10 YR BENCHMARK G-SEC","14 Oct 2021","2050.79","2050.79","2048.31","2048.95"
"NIFTY 10 YR BENCHMARK G-SEC","13 Oct 2021","2048.48","2050.79","2048.48","2050.45"
"NIFTY 10 YR BENCHMARK G-SEC","12 Oct 2021","2046.69","2048.75","2046.44","2048.13"
"NIFTY 10 YR BENCHMARK G-SEC","11 Oct 2021","2049.58","2049.58","2045.89","2046.34"
"NIFTY 10 YR BENCHMARK G-SEC","08 Oct 2021","2056.18","2056.18","2047.77","2048.53"
"NIFTY 10 YR BENCHMARK G-SEC","07 Oct 2021","2054.1","2056.6","2053.62","2055.84"
"NIFTY 10 YR BENCHMARK G-SEC","06 Oct 2021","2055.94","2055.94","2052.2","2053.75"
"NIFTY 10 YR BENCHMARK G-SEC","05 Oct 2021","2057.45","2057.45","2052.47","2055.59"
"NIFTY 10 YR BENCHMARK G-SEC","04 Oct 2021","2058.1","2058.94","2056.32","2057.10"
"NIFTY 10 YR BENCHMARK G-SEC","01 Oct 2021","2060.52","2060.52","2055.38","2057.06"
"NIFTY 10 YR BENCHMARK G-SEC","30 Sep 2021","2061.8","2063.13","2060.18","2060.18"
"NIFTY 10 YR BENCHMARK G-SEC","29 Sep 2021","2059.64","2061.97","2059.61","2061.46"
"NIFTY 10 YR BENCHMARK G-SEC","28 Sep 2021","2062.12","2062.12","2034.69","2059.30"
"NIFTY 10 YR BENCHMARK G-SEC","27 Sep 2021","2062.12","2062.12","2034.69","2060.32"
"NIFTY 10 YR BENCHMARK G-SEC","24 Sep 2021","2069.35","2069.35","2062.38","2062.98"
"NIFTY 10 YR BENCHMARK G-SEC","23 Sep 2021","2070.02","2071.77","2068.44","2069.01"
"NIFTY 10 YR BENCHMARK G-SEC","22 Sep 2021","2071.64","2072.55","2069.07","2069.67"
"NIFTY 10 YR BENCHMARK G-SEC","21 Sep 2021","2068.14","2072.41","2067.7","2071.29"
"NIFTY 10 YR BENCHMARK G-SEC","20 Sep 2021","2063.31","2068.58","2063.31","2067.79"
"NIFTY 10 YR BENCHMARK G-SEC","17 Sep 2021","2063.46","2063.46","2060.77","2062.27"
"NIFTY 10 YR BENCHMARK G-SEC","16 Sep 2021","2062.79","2064.52","2061.35","2063.12"
"NIFTY 10 YR BENCHMARK G-SEC","15 Sep 2021","2058.22","2062.95","2058.22","2062.45"
"NIFTY 10 YR BENCHMARK G-SEC","14 Sep 2021","2057.96","2060.96","2057.27","2057.88"
"NIFTY 10 YR BENCHMARK G-SEC","13 Sep 2021","2059.89","2059.89","2056.51","2057.62"
"NIFTY 10 YR BENCHMARK G-SEC","09 Sep 2021","2057.11","2060.25","2057.11","2058.51"
"NIFTY 10 YR BENCHMARK G-SEC","08 Sep 2021","2056.32","2058.05","2054.98","2056.77"
"NIFTY 10 YR BENCHMARK G-SEC","07 Sep 2021","2060.21","2060.21","2054.84","2055.97"
"NIFTY 10 YR BENCHMARK G-SEC","06 Sep 2021","2060.7","2063.87","2057.82","2059.86"
"NIFTY 10 YR BENCHMARK G-SEC","03 Sep 2021","2056.69","2059.85","2056.69","2059.67"
"NIFTY 10 YR BENCHMARK G-SEC","02 Sep 2021","2052.1","2057.2","2052.07","2056.35"
"NIFTY 10 YR BENCHMARK G-SEC","01 Sep 2021","2050.32","2052.96","2048.45","2051.75"
